261D 1F3FB    ; RGI_Emoji_Modifier_Sequence  ; index pointing up: light skin tone                             # E1.0   [1] (☝🏻)
1F926 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: medium-dark skin tone                      # E3.0   [1] (🤦🏾)
1F926 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person facepalming: dark skin tone                             # E3.0   [1] (🤦🏿)
1F930 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: light skin tone                                # E3.0   [1] (🤰🏻)
1F930 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium-light skin tone                         # E3.0   [1] (🤰🏼)
1F930 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium skin tone                               # E3.0   [1] (🤰🏽)
1F930 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: medium-dark skin tone                          # E3.0   [1] (🤰🏾)
1F930 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant woman: dark skin tone                                 # E3.0   [1] (🤰🏿)
1F931 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: light skin tone                                # E5.0   [1] (🤱🏻)
1F931 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium-light skin tone                         # E5.0   [1] (🤱🏼)
1F931 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium skin tone                               # E5.0   [1] (🤱🏽)
1F931 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: medium-dark skin tone                          # E5.0   [1] (🤱🏾)
1F931 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; breast-feeding: dark skin tone                                 # E5.0   [1] (🤱🏿)
1F932 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palms up together: light skin tone                             # E5.0   [1] (🤲🏻)
1F932 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium-light skin tone                      # E5.0   [1] (🤲🏼)
1F932 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium skin tone                            # E5.0   [1] (🤲🏽)
1F932 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palms up together: medium-dark skin tone                       # E5.0   [1] (🤲🏾)
1F932 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palms up together: dark skin tone                              # E5.0   [1] (🤲🏿)
1F933 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; selfie: light skin tone                                        # E3.0   [1] (🤳🏻)
1F933 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium-light skin tone                                 # E3.0   [1] (🤳🏼)
1F933 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium skin tone                                       # E3.0   [1] (🤳🏽)
1F933 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; selfie: medium-dark skin tone                                  # E3.0   [1] (🤳🏾)
1F933 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; selfie: dark skin tone                                         # E3.0   [1] (🤳🏿)
1F934 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; prince: light skin tone                                        # E3.0   [1] (🤴🏻)
1F934 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; prince: medium-light skin tone                                 # E3.0   [1] (🤴🏼)
1F934 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; prince: medium skin tone                                       # E3.0   [1] (🤴🏽)
1F934 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; prince: medium-dark skin tone                                  # E3.0   [1] (🤴🏾)
1F934 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; prince: dark skin tone                                         # E3.0   [1] (🤴🏿)
1F935 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: light skin tone                              # E3.0   [1] (🤵🏻)
1F935 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium-light skin tone                       # E3.0   [1] (🤵🏼)
1F935 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium skin tone                             # E3.0   [1] (🤵🏽)
1F935 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: medium-dark skin tone                        # E3.0   [1] (🤵🏾)
1F935 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in tuxedo: dark skin tone                               # E3.0   [1] (🤵🏿)
1F936 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: light skin tone                                    # E3.0   [1] (🤶🏻)
1F936 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium-light skin tone                             # E3.0   [1] (🤶🏼)
1F936 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium skin tone                                   # E3.0   [1] (🤶🏽)
1F936 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: medium-dark skin tone                              # E3.0   [1] (🤶🏾)
1F936 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; Mrs. Claus: dark skin tone                                     # E3.0   [1] (🤶🏿)
1F937 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: light skin tone                              # E3.0   [1] (🤷🏻)
1F937 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium-light skin tone                       # E3.0   [1] (🤷🏼)
1F937 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium skin tone                             # E3.0   [1] (🤷🏽)
1F937 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: medium-dark skin tone                        # E3.0   [1] (🤷🏾)
1F937 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person shrugging: dark skin tone                               # E3.0   [1] (🤷🏿)
1F938 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: light skin tone                           # E3.0   [1] (🤸🏻)
1F938 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium-light skin tone                    # E3.0   [1] (🤸🏼)
1F938 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium skin tone                          # E3.0   [1] (🤸🏽)
1F938 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: medium-dark skin tone                     # E3.0   [1] (🤸🏾)
1F938 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person cartwheeling: dark skin tone                            # E3.0   [1] (🤸🏿)
1F939 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person juggling: light skin tone                               # E3.0   [1] (🤹🏻)
1F939 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium-light skin tone                        # E3.0   [1] (🤹🏼)
1F939 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium skin tone                              # E3.0   [1] (🤹🏽)
1F939 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person juggling: medium-dark skin tone                         # E3.0   [1] (🤹🏾)
1F939 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person juggling: dark skin tone                                # E3.0   [1] (🤹🏿)
1F93D 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: light skin tone                     # E3.0   [1] (🤽🏻)
1F93D 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium-light skin tone              # E3.0   [1] (🤽🏼)
1F93D 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium skin tone                    # E3.0   [1] (🤽🏽)
1F93D 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: medium-dark skin tone               # E3.0   [1] (🤽🏾)
1F93D 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person playing water polo: dark skin tone                      # E3.0   [1] (🤽🏿)
1F93E 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: light skin tone                       # E3.0   [1] (🤾🏻)
1F93E 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium-light skin tone                # E3.0   [1] (🤾🏼)
1F93E 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium skin tone                      # E3.0   [1] (🤾🏽)
1F93E 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: medium-dark skin tone                 # E3.0   [1] (🤾🏾)
1F93E 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person playing handball: dark skin tone                        # E3.0   [1] (🤾🏿)
1F977 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; ninja: light skin tone                                         # E13.0  [1] (🥷🏻)
1F977 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium-light skin tone                                  # E13.0  [1] (🥷🏼)
1F977 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium skin tone                                        # E13.0  [1] (🥷🏽)
1F977 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; ninja: medium-dark skin tone                                   # E13.0  [1] (🥷🏾)
1F977 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; ninja: dark skin tone                                          # E13.0  [1] (🥷🏿)
1F9B5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leg: light skin tone                                           # E11.0  [1] (🦵🏻)
1F9B5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leg: medium-light skin tone                                    # E11.0  [1] (🦵🏼)
1F9B5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; leg: medium skin tone                                          # E11.0  [1] (🦵🏽)
1F9B5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; leg: medium-dark skin tone                                     # E11.0  [1] (🦵🏾)
1F9B5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; leg: dark skin tone                                            # E11.0  [1] (🦵🏿)
1F9B6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; foot: light skin tone                                          # E11.0  [1] (🦶🏻)
1F9B6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; foot: medium-light skin tone                                   # E11.0  [1] (🦶🏼)
1F9B6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; foot: medium skin tone                                         # E11.0  [1] (🦶🏽)
1F9B6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; foot: medium-dark skin tone                                    # E11.0  [1] (🦶🏾)
1F9B6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; foot: dark skin tone                                           # E11.0  [1] (🦶🏿)
1F9B8 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; superhero: light skin tone                                     # E11.0  [1] (🦸🏻)
1F9B8 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium-light skin tone                              # E11.0  [1] (🦸🏼)
1F9B8 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium skin tone                                    # E11.0  [1] (🦸🏽)
1F9B8 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; superhero: medium-dark skin tone                               # E11.0  [1] (🦸🏾)
1F9B8 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; superhero: dark skin tone                                      # E11.0  [1] (🦸🏿)
1F9B9 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; supervillain: light skin tone                                  # E11.0  [1] (🦹🏻)
1F9B9 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium-light skin tone                           # E11.0  [1] (🦹🏼)
1F9B9 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium skin tone                                 # E11.0  [1] (🦹🏽)
1F9B9 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; supervillain: medium-dark skin tone                            # E11.0  [1] (🦹🏾)
1F9B9 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; supervillain: dark skin tone                                   # E11.0  [1] (🦹🏿)
1F9BB 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: light skin tone                          # E12.0  [1] (🦻🏻)
1F9BB 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium-light skin tone                   # E12.0  [1] (🦻🏼)
1F9BB 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium skin tone                         # E12.0  [1] (🦻🏽)
1F9BB 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: medium-dark skin tone                    # E12.0  [1] (🦻🏾)
1F9BB 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; ear with hearing aid: dark skin tone                           # E12.0  [1] (🦻🏿)
1F9CD 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person standing: light skin tone                               # E12.0  [1] (🧍🏻)
1F9CD 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium-light skin tone                        # E12.0  [1] (🧍🏼)
1F9CD 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium skin tone                              # E12.0  [1] (🧍🏽)
1F9CD 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person standing: medium-dark skin tone                         # E12.0  [1] (🧍🏾)
1F9CD 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person standing: dark skin tone                                # E12.0  [1] (🧍🏿)
1F9CE 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: light skin tone                               # E12.0  [1] (🧎🏻)
1F9CE 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium-light skin tone                        # E12.0  [1] (🧎🏼)
1F9CE 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium skin tone                              # E12.0  [1] (🧎🏽)
1F9CE 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: medium-dark skin tone                         # E12.0  [1] (🧎🏾)
1F9CE 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person kneeling: dark skin tone                                # E12.0  [1] (🧎🏿)
1F9CF 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; deaf person: light skin tone                                   # E12.0  [1] (🧏🏻)
1F9CF 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium-light skin tone                            # E12.0  [1] (🧏🏼)
1F9CF 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium skin tone                                  # E12.0  [1] (🧏🏽)
1F9CF 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; deaf person: medium-dark skin tone                             # E12.0  [1] (🧏🏾)
1F9CF 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; deaf person: dark skin tone                                    # E12.0  [1] (🧏🏿)
1F9D1 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person: light skin tone                                        # E5.0   [1] (🧑🏻)
1F9D1 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person: medium-light skin tone                                 # E5.0   [1] (🧑🏼)
1F9D1 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person: medium skin tone                                       # E5.0   [1] (🧑🏽)
1F9D1 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person: medium-dark skin tone                                  # E5.0   [1] (🧑🏾)
1F9D1 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person: dark skin tone                                         # E5.0   [1] (🧑🏿)
1F9D2 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; child: light skin tone                                         # E5.0   [1] (🧒🏻)
1F9D2 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; child: medium-light skin tone                                  # E5.0   [1] (🧒🏼)
1F9D2 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; child: medium skin tone                                        # E5.0   [1] (🧒🏽)
1F9D2 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; child: medium-dark skin tone                                   # E5.0   [1] (🧒🏾)
1F9D2 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; child: dark skin tone                                          # E5.0   [1] (🧒🏿)
1F9D3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; older person: light skin tone                                  # E5.0   [1] (🧓🏻)
1F9D3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; older person: medium-light skin tone                           # E5.0   [1] (🧓🏼)
1F9D3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; older person: medium skin tone                                 # E5.0   [1] (🧓🏽)
1F9D3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; older person: medium-dark skin tone                            # E5.0   [1] (🧓🏾)
1F9D3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; older person: dark skin tone                                   # E5.0   [1] (🧓🏿)
1F9D4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person: light skin tone, beard                                 # E5.0   [1] (🧔🏻)
1F9D4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person: medium-light skin tone, beard                          # E5.0   [1] (🧔🏼)
1F9D4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person: medium skin tone, beard                                # E5.0   [1] (🧔🏽)
1F9D4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person: medium-dark skin tone, beard                           # E5.0   [1] (🧔🏾)
1F9D4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person: dark skin tone, beard                                  # E5.0   [1] (🧔🏿)
1F9D5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: light skin tone                          # E5.0   [1] (🧕🏻)
1F9D5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium-light skin tone                   # E5.0   [1] (🧕🏼)
1F9D5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium skin tone                         # E5.0   [1] (🧕🏽)
1F9D5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: medium-dark skin tone                    # E5.0   [1] (🧕🏾)
1F9D5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; woman with headscarf: dark skin tone                           # E5.0   [1] (🧕🏿)
1F9D6 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: light skin tone                         # E5.0   [1] (🧖🏻)
1F9D6 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium-light skin tone                  # E5.0   [1] (🧖🏼)
1F9D6 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium skin tone                        # E5.0   [1] (🧖🏽)
1F9D6 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: medium-dark skin tone                   # E5.0   [1] (🧖🏾)
1F9D6 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in steamy room: dark skin tone                          # E5.0   [1] (🧖🏿)
1F9D7 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person climbing: light skin tone                               # E5.0   [1] (🧗🏻)
1F9D7 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium-light skin tone                        # E5.0   [1] (🧗🏼)
1F9D7 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium skin tone                              # E5.0   [1] (🧗🏽)
1F9D7 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person climbing: medium-dark skin tone                         # E5.0   [1] (🧗🏾)
1F9D7 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person climbing: dark skin tone                                # E5.0   [1] (🧗🏿)
1F9D8 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: light skin tone                      # E5.0   [1] (🧘🏻)
1F9D8 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium-light skin tone               # E5.0   [1] (🧘🏼)
1F9D8 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium skin tone                     # E5.0   [1] (🧘🏽)
1F9D8 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: medium-dark skin tone                # E5.0   [1] (🧘🏾)
1F9D8 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person in lotus position: dark skin tone                       # E5.0   [1] (🧘🏿)
1F9D9 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; mage: light skin tone                                          # E5.0   [1] (🧙🏻)
1F9D9 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; mage: medium-light skin tone                                   # E5.0   [1] (🧙🏼)
1F9D9 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; mage: medium skin tone                                         # E5.0   [1] (🧙🏽)
1F9D9 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; mage: medium-dark skin tone                                    # E5.0   [1] (🧙🏾)
1F9D9 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; mage: dark skin tone                                           # E5.0   [1] (🧙🏿)
1F9DA 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; fairy: light skin tone                                         # E5.0   [1] (🧚🏻)
1F9DA 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium-light skin tone                                  # E5.0   [1] (🧚🏼)
1F9DA 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium skin tone                                        # E5.0   [1] (🧚🏽)
1F9DA 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; fairy: medium-dark skin tone                                   # E5.0   [1] (🧚🏾)
1F9DA 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; fairy: dark skin tone                                          # E5.0   [1] (🧚🏿)
1F9DB 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; vampire: light skin tone                                       # E5.0   [1] (🧛🏻)
1F9DB 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium-light skin tone                                # E5.0   [1] (🧛🏼)
1F9DB 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium skin tone                                      # E5.0   [1] (🧛🏽)
1F9DB 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; vampire: medium-dark skin tone                                 # E5.0   [1] (🧛🏾)
1F9DB 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; vampire: dark skin tone                                        # E5.0   [1] (🧛🏿)
1F9DC 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; merperson: light skin tone                                     # E5.0   [1] (🧜🏻)
1F9DC 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium-light skin tone                              # E5.0   [1] (🧜🏼)
1F9DC 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium skin tone                                    # E5.0   [1] (🧜🏽)
1F9DC 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; merperson: medium-dark skin tone                               # E5.0   [1] (🧜🏾)
1F9DC 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; merperson: dark skin tone                                      # E5.0   [1] (🧜🏿)
1F9DD 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; elf: light skin tone                                           # E5.0   [1] (🧝🏻)
1F9DD 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; elf: medium-light skin tone                                    # E5.0   [1] (🧝🏼)
1F9DD 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; elf: medium skin tone                                          # E5.0   [1] (🧝🏽)
1F9DD 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; elf: medium-dark skin tone                                     # E5.0   [1] (🧝🏾)
1F9DD 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; elf: dark skin tone                                            # E5.0   [1] (🧝🏿)
1FAC3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: light skin tone                                  # E14.0  [1] (🫃🏻)
1FAC3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium-light skin tone                           # E14.0  [1] (🫃🏼)
1FAC3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium skin tone                                 # E14.0  [1] (🫃🏽)
1FAC3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: medium-dark skin tone                            # E14.0  [1] (🫃🏾)
1FAC3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant man: dark skin tone                                   # E14.0  [1] (🫃🏿)
1FAC4 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: light skin tone                               # E14.0  [1] (🫄🏻)
1FAC4 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium-light skin tone                        # E14.0  [1] (🫄🏼)
1FAC4 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium skin tone                              # E14.0  [1] (🫄🏽)
1FAC4 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: medium-dark skin tone                         # E14.0  [1] (🫄🏾)
1FAC4 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; pregnant person: dark skin tone                                # E14.0  [1] (🫄🏿)
1FAC5 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; person with crown: light skin tone                             # E14.0  [1] (🫅🏻)
1FAC5 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium-light skin tone                      # E14.0  [1] (🫅🏼)
1FAC5 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium skin tone                            # E14.0  [1] (🫅🏽)
1FAC5 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; person with crown: medium-dark skin tone                       # E14.0  [1] (🫅🏾)
1FAC5 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; person with crown: dark skin tone                              # E14.0  [1] (🫅🏿)
1FAF0 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: light skin tone      # E14.0  [1] (🫰🏻)
1FAF0 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium-light skin tone #E14.0 [1] (🫰🏼)
1FAF0 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium skin tone     # E14.0  [1] (🫰🏽)
1FAF0 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: medium-dark skin tone #E14.0  [1] (🫰🏾)
1FAF0 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; hand with index finger and thumb crossed: dark skin tone       # E14.0  [1] (🫰🏿)
1FAF1 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: light skin tone                               # E14.0  [1] (🫱🏻)
1FAF1 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium-light skin tone                        # E14.0  [1] (🫱🏼)
1FAF1 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium skin tone                              # E14.0  [1] (🫱🏽)
1FAF1 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: medium-dark skin tone                         # E14.0  [1] (🫱🏾)
1FAF1 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; rightwards hand: dark skin tone                                # E14.0  [1] (🫱🏿)
1FAF2 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: light skin tone                                # E14.0  [1] (🫲🏻)
1FAF2 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium-light skin tone                         # E14.0  [1] (🫲🏼)
1FAF2 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium skin tone                               # E14.0  [1] (🫲🏽)
1FAF2 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: medium-dark skin tone                          # E14.0  [1] (🫲🏾)
1FAF2 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; leftwards hand: dark skin tone                                 # E14.0  [1] (🫲🏿)
1FAF3 1F3FB   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: light skin tone                                # E14.0  [1] (🫳🏻)
1FAF3 1F3FC   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium-light skin tone                         # E14.0  [1] (🫳🏼)
1FAF3 1F3FD   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium skin tone                               # E14.0  [1] (🫳🏽)
1FAF3 1F3FE   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: medium-dark skin tone                          # E14.0  [1] (🫳🏾)
1FAF3 1F3FF   ; RGI_Emoji_Modifier_Sequence  ; palm down hand: dark skin tone                                 # E14.0  [1] (🫳🏿)
